さいたま市,京都市,仙台市,北九州市,千葉市,名古屋市,堺市,大阪市,岡山市,川崎市,広島市,新潟市,札幌市,横浜市,浜松市,熊本市,相模原市,神戸市,福岡市,静岡市
1.0000000000000002,0.307085968282453,0.29184318513320023,0.5394459584654632,0.24916482532779777,0.3131130096088979,0.5032173385477599,0.5255074794886716,0.23092879043614659,0.5126158893451243,0.5522265156786417,0.38010323079560415,0.41947446435213803,0.16148475907002013,0.38131330922294787,0.41509549410397206,0.6315046177457082,0.18481994623471323,0.5561999341984822,0.34942875327523554
0.307085968282453,1.0,0.22821016482463988,0.34809699849347975,0.3637954905824014,0.37025215069015543,0.27641737819806717,0.36528772887174565,0.33471497117355953,0.29032680158118684,0.42142267872492994,0.30335713903916395,0.3904113739421546,0.10669169278198326,0.4034024437761221,0.2975534138707715,0.4351893870276587,0.2536471197105196,0.42737669600570827,0.3147731381879327
0.29184318513320023,0.22821016482463988,1.0,0.2543240201699689,0.21051189904825157,0.2006536535276989,0.22115736975500191,0.29134213481911275,0.1881130335871231,0.2782068440166969,0.2757726275170016,0.2279689913474537,0.1983983871485169,0.10492231464761301,0.2802447869182286,0.2497809301997735,0.2980151475165463,0.12840665839077559,0.27745963799785006,0.20444011062012052
0.5394459584654632,0.34809699849347975,0.2543240201699689,0.9999999999999999,0.23684210526315785,0.26258831235327446,0.35665997306478897,0.41097838915416096,0.19901959487563964,0.39647829207309226,0.4460901945323161,0.29349182571842375,0.31113515843406203,0.11863420532207625,0.3370297970518894,0.48731105971350663,0.4994490002766332,0.16804123487889863,0.6821908422102129,0.24424546665744432
0.24916482532779777,0.3637954905824014,0.21051189904825157,0.23684210526315785,0.9999999999999999,0.252144459021042,0.2536086283882823,0.37631756115320764,0.2409815576506239,0.3283008079864494,0.24923900548602712,0.23682756233714392,0.2564182857439339,0.32579469264585337,0.2902805026221112,0.2986215921476707,0.3861480696583229,0.23169321778757238,0.25673848900384355,0.284569010681079
0.3131130096088979,0.37025215069015543,0.2006536535276989,0.26258831235327446,0.252144459021042,0.9999999999999998,0.25731936524542354,0.27764093967587394,0.2501392764574461,0.20789562919151292,0.3208649006060651,0.26145556111575324,0.3133814362567502,0.09375623049852268,0.30622067748906806,0.25888646522531783,0.3271457570256213,0.27888513845023677,0.3475380312612157,0.2644097560067794
0.5032173385477599,0.27641737819806717,0.22115736975500191,0.35665997306478897,0.2536086283882823,0.25731936524542354,1.0,0.39958100192820967,0.18992643381225338,0.3644789882077331,0.3853416360513116,0.28770825126230226,0.32895637857337356,0.22676659184756187,0.3055661656760704,0.3364347398191695,0.5080913749441475,0.16751555347497804,0.42561230110952797,0.30320324841965607
0.5255074794886716,0.36528772887174565,0.29134213481911275,0.41097838915416096,0.37631756115320764,0.27764093967587394,0.39958100192820967,1.0000000000000002,0.2248340963958307,0.4448422365115698,0.44083712583275203,0.3060050314095102,0.334299643727739,0.32087971899109696,0.473635906639525,0.29941352571945296,0.5470314759609668,0.23506229603303608,0.4770567297361184,0.4204769981547624
0.23092879043614659,0.33471497117355953,0.1881130335871231,0.19901959487563964,0.2409815576506239,0.2501392764574461,0.18992643381225338,0.2248340963958307,1.0,0.20882399378140715,0.28778068555084446,0.3592988488931249,0.2630668541304102,0.15538858821470142,0.275690088914397,0.304314234655774,0.30528616587586965,0.1574066669434319,0.27670985052996877,0.24386035554745275
0.5126158893451243,0.29032680158118684,0.2782068440166969,0.39647829207309226,0.3283008079864494,0.20789562919151292,0.3644789882077331,0.4448422365115698,0.20882399378140715,1.0,0.39584422006704606,0.24774028410387416,0.29309364518451575,0.35839694403193983,0.34683658036232523,0.38506037606155963,0.5341669138727594,0.22173516877798313,0.3810567419253316,0.2915001479389647
0.5522265156786417,0.42142267872492994,0.2757726275170016,0.4460901945323161,0.24923900548602712,0.3208649006060651,0.3853416360513116,0.44083712583275203,0.28778068555084446,0.39584422006704606,1.0,0.3769762907059399,0.42425184667411203,0.14589810325326802,0.4374540008272542,0.3949818027632701,0.5453987123608302,0.20842592152896192,0.5792822003082385,0.3532732179718377
0.38010323079560415,0.30335713903916395,0.2279689913474537,0.29349182571842375,0.23682756233714392,0.26145556111575324,0.28770825126230226,0.3060050314095102,0.3592988488931249,0.24774028410387416,0.3769762907059399,0.9999999999999998,0.3487764314660159,0.10728028557154486,0.3092507036084006,0.3292023893502236,0.39492602536016347,0.13579297161311782,0.3337845412833116,0.2955276315717749
0.41947446435213803,0.3904113739421546,0.1983983871485169,0.31113515843406203,0.2564182857439339,0.3133814362567502,0.32895637857337356,0.334299643727739,0.2630668541304102,0.29309364518451575,0.42425184667411203,0.3487764314660159,0.9999999999999999,0.13989642178200448,0.36088795823126096,0.31078762111340574,0.3870242177985302,0.20293332847878742,0.4287516579963327,0.32409656612382204
0.16148475907002013,0.10669169278198326,0.10492231464761301,0.11863420532207625,0.32579469264585337,0.09375623049852268,0.22676659184756187,0.32087971899109696,0.15538858821470142,0.35839694403193983,0.14589810325326802,0.10728028557154486,0.13989642178200448,1.0,0.15798860351709937,0.32349752849385616,0.2906061537914514,0.1799955901620609,0.11475906953616266,0.22714950729886801
0.38131330922294787,0.4034024437761221,0.2802447869182286,0.3370297970518894,0.2902805026221112,0.30622067748906806,0.3055661656760704,0.473635906639525,0.275690088914397,0.34683658036232523,0.4374540008272542,0.3092507036084006,0.36088795823126096,0.15798860351709937,1.0,0.3414380922382676,0.43173572749425654,0.1862862033943223,0.41123776090884767,0.497009329750059
0.41509549410397206,0.2975534138707715,0.2497809301997735,0.48731105971350663,0.2986215921476707,0.25888646522531783,0.3364347398191695,0.29941352571945296,0.304314234655774,0.38506037606155963,0.3949818027632701,0.3292023893502236,0.31078762111340574,0.32349752849385616,0.3414380922382676,1.0,0.47914448682243693,0.1387448196480508,0.5329746107294195,0.32547536913527525
0.6315046177457082,0.4351893870276587,0.2980151475165463,0.4994490002766332,0.3861480696583229,0.3271457570256213,0.5080913749441475,0.5470314759609668,0.30528616587586965,0.5341669138727594,0.5453987123608302,0.39492602536016347,0.3870242177985302,0.2906061537914514,0.43173572749425654,0.47914448682243693,0.9999999999999999,0.18394873458908223,0.5287304094265659,0.42840773490669304
0.18481994623471323,0.2536471197105196,0.12840665839077559,0.16804123487889863,0.23169321778757238,0.27888513845023677,0.16751555347497804,0.23506229603303608,0.1574066669434319,0.22173516877798313,0.20842592152896192,0.13579297161311782,0.20293332847878742,0.1799955901620609,0.1862862033943223,0.1387448196480508,0.18394873458908223,1.0,0.20268019822608171,0.14613319104812073
0.5561999341984822,0.42737669600570827,0.27745963799785006,0.6821908422102129,0.25673848900384355,0.3475380312612157,0.42561230110952797,0.4770567297361184,0.27670985052996877,0.3810567419253316,0.5792822003082385,0.3337845412833116,0.4287516579963327,0.11475906953616266,0.41123776090884767,0.5329746107294195,0.5287304094265659,0.20268019822608171,1.0000000000000002,0.32622680557533557
0.34942875327523554,0.3147731381879327,0.20444011062012052,0.24424546665744432,0.284569010681079,0.2644097560067794,0.30320324841965607,0.4204769981547624,0.24386035554745275,0.2915001479389647,0.3532732179718377,0.2955276315717749,0.32409656612382204,0.22714950729886801,0.497009329750059,0.32547536913527525,0.42840773490669304,0.14613319104812073,0.32622680557533557,1.0
